index,type,name,resident,streamed,parentStack
15,xmodelmesh,p7_zm_der_magic_box_fake5559bf0e,576,19568,|p7_zm_der_magic_box_fake|xmodel|zone_source/zm_mod.zone|csv
16,xmodelmesh,p7_debris_rockychunks_small_01_lod0d4a5654d,1312,0,|p7_debris_rockychunks_small_01|xmodel|impacts/fx_bul_impact_dirt_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
17,xmodelmesh,p7_zm_teddybear_sitting5a6a6d77,336,5664,|p7_zm_teddybear_sitting|xmodel|zone_source/zm_mod.zone|csv
18,xmodelmesh,p7_zm_der_magic_box_fakea0ede665,576,34608,|p7_zm_der_magic_box_fake|xmodel|zone_source/zm_mod.zone|csv
19,xmodelmesh,p7_debris_rockychunks_small_12_lod06d729713,1648,0,|p7_debris_rockychunks_small_12|xmodel|impacts/fx_bul_impact_dirt_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
20,xmodelmesh,p7_zm_teddybear_sitting65ca24df,336,9904,|p7_zm_teddybear_sitting|xmodel|zone_source/zm_mod.zone|csv
21,xmodelmesh,p7_zm_der_magic_box_fakea4277b15,576,56176,|p7_zm_der_magic_box_fake|xmodel|zone_source/zm_mod.zone|csv
22,xmodelmesh,p7_fxp_debris_rock_02_lod02ebb8247,1264,0,|p7_fxp_debris_rock_02|xmodel|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
23,xmodelmesh,p7_zm_teddybear_sittingdc882208,336,16944,|p7_zm_teddybear_sitting|xmodel|zone_source/zm_mod.zone|csv
24,xmodelmesh,p7_zm_der_magic_box_fake8315ced5,576,100576,|p7_zm_der_magic_box_fake|xmodel|zone_source/zm_mod.zone|csv
25,xmodelmesh,p7_fxp_debris_rock_01_lod045e53e51,1616,0,|p7_fxp_debris_rock_01|xmodel|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
26,xmodelmesh,p7_fxp_debris_rock_02_lod04a602904,1504,0,|p7_fxp_debris_rock_02|xmodel|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
27,xmodelmesh,p7_fxp_debris_rock_03_lod0e366af72,1504,0,|p7_fxp_debris_rock_03|xmodel|impacts/fx_bul_impact_gravel_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
28,xmodelmesh,p7_zm_teddybear_sitting1127dd62,336,30688,|p7_zm_teddybear_sitting|xmodel|zone_source/zm_mod.zone|csv
29,xmodelmesh,p7_zm_der_magic_box_fakee1afd038,576,180640,|p7_zm_der_magic_box_fake|xmodel|zone_source/zm_mod.zone|csv
30,techset,ei/effect_lit_emissive_blend#2843f95a,645520,0,|ei/gfx_water_splash_low_anim_em|material|dlc5/zmb_weapon/fx_c96_exp_impact|fx|t7_ba_pistol_mc96_upgraded_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
31,material,ei/gfx_gas_blur_core_thick_em|dup,2336,0,|zm_mod|texturecombo
32,image,fxt_gas_blur_core_thick,1398168,0,|zm_mod|texturecombo
33,image,fxt_gas_blur_core_thick_mask,174949,0,|zm_mod|texturecombo
34,techset,ei/effect_lit_blend#2843f95a,268095,0,|ei/gfx_fog_slow_md_anim_lit|material|dlc5/zmb_weapon/fx_trail_c96|fx|t7_ba_pistol_mc96_upgraded_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
35,material,ei/gfx_smk_billow_whisp_anim_lit|dup,1697,0,|zm_mod|texturecombo
36,image,fxt_smk_billow_whisp_anim,5592490,0,|zm_mod|texturecombo
37,techset,ei/effect_lit_specular_blend#2843f95a,319240,0,|ei/gfx_water_splash_side_bits_spec|material|impacts/fx_bul_impact_blood_body_fatal_exit_uw|fx|impacts/fx_bul_impact_blood_body_fatal_exit|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
38,material,ei/gfx_water_bubbledeath_group2_anim_spec|dup,1560,0,|zm_mod|texturecombo
39,image,fxt_water_bubbledeath_group2_anim,2796306,0,|zm_mod|texturecombo
40,image,fxt_water_bubbledeath_group2_anim_n,699172,0,|zm_mod|texturecombo
41,material,ei/gfx_smk_whisp_anim_02_high_gray_lit|dup,1680,0,|zm_mod|texturecombo
42,material,ei/gfx_smk_whisp_anim_02_lit|dup,1136,0,|zm_mod|texturecombo
43,image,fxt_smk_whisp_anim_2,2796293,0,|zm_mod|texturecombo
44,material,ei/gfx_water_bubble_int1_anim_lit|dup,1144,0,|zm_mod|texturecombo
45,image,fxt_water_bubble_int1_anim,5592507,0,|zm_mod|texturecombo
46,material,ei/gfx_debris_clumps_lit|dup,1136,0,|zm_mod|texturecombo
47,image,fxt_debris_clumps,1398290,0,|zm_mod|texturecombo
48,material,ei/gfx_gib_concrete_02_lit|dup,1752,0,|zm_mod|texturecombo
49,image,$white_reveal,86,0,|mc/mtl_t7_ba_perk_yuzu_halo|material|p7_zm_vending_jugg|xmodel|zone_source/zm_mod.zone|csv
50,material,ei/gfx_gib_concrete_02_em|dup,1442,0,|zm_mod|texturecombo
51,image,fxt_gib_concrete_02,699308,0,|zm_mod|texturecombo
52,material,ei/gfx_gib_concrete_01_lit|dup,1128,0,|zm_mod|texturecombo
53,material,ei/gfx_gib_concrete_01_em|dup,1168,0,|zm_mod|texturecombo
54,image,fxt_gib_concrete_01,699156,0,|zm_mod|texturecombo
55,material,ei/gfx_fog_slow_lg_anim_lit|dup,1128,0,|zm_mod|texturecombo
56,image,fxt_fog_slow_lg_anim,5592501,0,|zm_mod|texturecombo
57,material,ei/gfx_smk_tendril_1_lit|dup,1128,0,|zm_mod|texturecombo
58,image,fxt_smk_tendril_1,2796402,0,|zm_mod|texturecombo
59,techset,lit_weapon_impact#da7372ff,1096900,0,|gfx_decal_blood_fatal_02|material|blood/fx_blood_decal_impact_ground_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
60,image,$white_gloss,133,0,|mc/mtl_t7_ba_perk_yuzu_halo|material|p7_zm_vending_jugg|xmodel|zone_source/zm_mod.zone|csv
61,material,gfx_decal_bullet_wood_02|dup,1183,0,|zm_mod|texturecombo
62,techset,vd/lit_weapon_impact#36ede2cf,449334,0,|vd/gfx_decal_blood_fatal_02|material|blood/fx_blood_decal_impact_ground_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
63,material,vd/gfx_decal_bullet_wood_02|dup,522,0,|zm_mod|texturecombo
64,techset,vdd/lit_weapon_impact#ec9dbdd0,449415,0,|vdd/gfx_decal_blood_fatal_02|material|blood/fx_blood_decal_impact_ground_zmb|fx|impacts/fx_bul_impact_blood_body_fatal_exit_zmb|fx|entity_exit_bullet_small|entityfximpacts|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
65,material,vdd/gfx_decal_bullet_wood_02|dup,537,0,|zm_mod|texturecombo
66,image,i_t7_decal_bullet_wood_02_c,87636,0,|zm_mod|texturecombo
67,image,i_t7_decal_bullet_wood_02_n,22044,0,|zm_mod|texturecombo
68,material,gfx_decal_bullet_wood_03|dup,672,0,|zm_mod|texturecombo
69,material,vd/gfx_decal_bullet_wood_03|dup,512,0,|zm_mod|texturecombo
70,material,vdd/gfx_decal_bullet_wood_03|dup,528,0,|zm_mod|texturecombo
71,image,i_t7_decal_bullet_wood_03_c,22044,0,|zm_mod|texturecombo
72,image,i_t7_decal_bullet_wood_03_n,22044,0,|zm_mod|texturecombo
73,material,ei/gfx_gel_splat_wide_lit|dup,1752,0,|zm_mod|texturecombo
74,image,fxt_gel_splat_wide,1398179,0,|zm_mod|texturecombo
75,material,ei/gfx_debris_clump_lit|dup,1128,0,|zm_mod|texturecombo
76,material,ei/gfx_debris_clump_em|dup,1168,0,|zm_mod|texturecombo
77,image,fxt_debris_clump,349713,0,|zm_mod|texturecombo
78,material,ei/gfx_debris_embers_em_i128|dup,1560,0,|zm_mod|texturecombo
79,image,fxt_debris_embers,349586,0,|zm_mod|texturecombo
80,image,fxt_debris_embers_mask,174943,0,|zm_mod|texturecombo
81,material,gfx_decal_bullet_wood_01|dup,680,0,|zm_mod|texturecombo
82,material,vd/gfx_decal_bullet_wood_01|dup,512,0,|zm_mod|texturecombo
83,material,vdd/gfx_decal_bullet_wood_01|dup,528,0,|zm_mod|texturecombo
84,image,i_t7_decal_bullet_wood_01_c,21972,0,|zm_mod|texturecombo
85,image,i_t7_decal_bullet_wood_01_n,22044,0,|zm_mod|texturecombo
86,material,ei/gfx_fire_flame_base_1_anim_em|dup,1176,0,|zm_mod|texturecombo
87,image,fxt_fire_flame_base_1_anim,2796411,0,|zm_mod|texturecombo
88,material,ei/gfx_gib_wood_01_lit|dup,1136,0,|zm_mod|texturecombo
89,image,fxt_gib_wood_01,174864,0,|zm_mod|texturecombo
90,material,ei/gfx_smk_whisp_anim_lit|dup,1136,0,|zm_mod|texturecombo
91,material,ei/gfx_smk_whisp_anim_em|dup,1456,0,|zm_mod|texturecombo
92,image,fxt_smk_whisp_anim,2796275,0,|zm_mod|texturecombo
93,material,ei/gfx_water_splash_low_anim_lit|dup,1144,0,|zm_mod|texturecombo
94,material,ei/gfx_water_splash_low_anim_em|dup,1168,0,|zm_mod|texturecombo
95,image,fxt_water_splash_low_anim,1398202,0,|zm_mod|texturecombo
96,material,ei/gfx_water_stream_anim_lit|dup,1136,0,|zm_mod|texturecombo
97,image,fxt_water_stream_anim,2796406,0,|zm_mod|texturecombo
98,material,ei/gfx_gel_splat_spread_lit|dup,1128,0,|zm_mod|texturecombo
99,image,fxt_gel_splat_spread,1398197,0,|zm_mod|texturecombo
100,material,ei/gfx_gel_splat_side_spec|dup,2040,0,|zm_mod|texturecombo
101,material,ei/gfx_gel_splat_side_lit|dup,1136,0,|zm_mod|texturecombo
102,image,fxt_gel_splat_side,699139,0,|zm_mod|texturecombo
103,image,fxt_gel_splat_side_n,174869,0,|zm_mod|texturecombo
104,material,gfx_decal_bullet_concrete_01|dup,904,0,|zm_mod|texturecombo
105,material,vd/gfx_decal_bullet_concrete_01|dup,528,0,|zm_mod|texturecombo
106,material,vdd/gfx_decal_bullet_concrete_01|dup,528,0,|zm_mod|texturecombo
107,image,i_t7_decal_bullet_concrete_01_c,21984,0,|zm_mod|texturecombo
108,image,i_t7_decal_bullet_concrete_01_n,22048,0,|zm_mod|texturecombo
109,material,gfx_decal_bullet_concrete_02|dup,656,0,|zm_mod|texturecombo
110,material,vd/gfx_decal_bullet_concrete_02|dup,496,0,|zm_mod|texturecombo
111,material,vdd/gfx_decal_bullet_concrete_02|dup,496,0,|zm_mod|texturecombo
112,image,i_t7_decal_bullet_concrete_02_c,22048,0,|zm_mod|texturecombo
113,material,gfx_decal_bullet_concrete_03|dup,688,0,|zm_mod|texturecombo
114,material,vd/gfx_decal_bullet_concrete_03|dup,528,0,|zm_mod|texturecombo
115,material,vdd/gfx_decal_bullet_concrete_03|dup,528,0,|zm_mod|texturecombo
116,image,i_t7_decal_bullet_concrete_03_c,22048,0,|zm_mod|texturecombo
117,image,i_t7_decal_bullet_concrete_03_n,22048,0,|zm_mod|texturecombo
118,material,ei/gfx_spark_rndhit_core_em|dup,1544,0,|zm_mod|texturecombo
119,image,fxt_sparks_rndhit_core,349591,0,|zm_mod|texturecombo
120,image,fxt_sparks_rndhit_core_mask,174948,0,|zm_mod|texturecombo
121,material,ei/gfx_spark_blink_anim_em|dup,1160,0,|zm_mod|texturecombo
122,material,ei/gfx_spark_blink_anim_em_i12000|dup,1480,0,|zm_mod|texturecombo
123,image,fxt_spark_blink_anim,349589,0,|zm_mod|texturecombo
124,image,fxt_spark_blink_anim_mask,43874,0,|zm_mod|texturecombo
125,material,gfx_decal_bullet_dirt_01|dup,672,0,|zm_mod|texturecombo
126,material,vd/gfx_decal_bullet_dirt_01|dup,512,0,|zm_mod|texturecombo
127,material,vdd/gfx_decal_bullet_dirt_01|dup,528,0,|zm_mod|texturecombo
128,image,i_t7_decal_bullet_dirt_c,21969,0,|zm_mod|texturecombo
129,image,i_t7_decal_bullet_dirt_n,22041,0,|zm_mod|texturecombo
130,image,$black_gloss,149,0,|vdd/gfx_decal_default_01|material|impacts/fx_bul_impact_sand_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
131,material,gfx_decal_default_01|dup,995,0,|zm_mod|texturecombo
132,material,vd/gfx_decal_default_01|dup,512,0,|zm_mod|texturecombo
133,material,vdd/gfx_decal_default_01|dup,512,0,|zm_mod|texturecombo
134,image,fxt_decal_default_01,5709,0,|zm_mod|texturecombo
135,image,fxt_decal_default_01_n,5655,0,|zm_mod|texturecombo
136,material,ei/gfx_smk_tendril_2_lit|dup,1128,0,|zm_mod|texturecombo
137,material,ei/gfx_smk_tendril_2_em|dup,1168,0,|zm_mod|texturecombo
138,image,fxt_smk_tendril_2,2796402,0,|zm_mod|texturecombo
139,material,ei/gfx_gib_glass_01_lit|dup,1128,0,|zm_mod|texturecombo
140,image,fxt_gib_glass_01,349617,0,|zm_mod|texturecombo
141,material,ei/gfx_gib_glass_02_lit|dup,1128,0,|zm_mod|texturecombo
142,material,ei/gfx_gib_glass_02_em|dup,1168,0,|zm_mod|texturecombo
143,image,fxt_gib_glass_02,349713,0,|zm_mod|texturecombo
144,techset,lit_weapon_impact_advanced#da7372ff,798708,0,|gfx_decal_bullet_thin_metal_01|material|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
145,image,$white_specular,136,0,|mc/mtl_p7_zm_der_magic_box_fake_metal|material|p7_zm_der_magic_box_fake|xmodel|zone_source/zm_mod.zone|csv
146,material,gfx_decal_bullet_metal_01|dup,1052,0,|zm_mod|texturecombo
147,techset,vd/lit_weapon_impact_advanced#36ede2cf,111039,0,|vd/gfx_decal_bullet_thin_metal_01|material|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
148,material,vd/gfx_decal_bullet_metal_01|dup,561,0,|zm_mod|texturecombo
149,techset,vdd/lit_weapon_impact_advanced#ec9dbdd0,111088,0,|vdd/gfx_decal_bullet_thin_metal_01|material|impacts/fx_bul_impact_thin_metal_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
150,material,vdd/gfx_decal_bullet_metal_01|dup,560,0,|zm_mod|texturecombo
151,image,i_t7_decal_bullet_metal_impact_01_c,5724,0,|zm_mod|texturecombo
152,image,i_t7_decal_bullet_metal_impact_01_n,22052,0,|zm_mod|texturecombo
153,material,gfx_decal_bullet_metal_02|dup,704,0,|zm_mod|texturecombo
154,material,vd/gfx_decal_bullet_metal_02|dup,560,0,|zm_mod|texturecombo
155,material,vdd/gfx_decal_bullet_metal_02|dup,560,0,|zm_mod|texturecombo
156,image,i_t7_decal_bullet_metal_impact_02_c,5668,0,|zm_mod|texturecombo
157,image,i_t7_decal_bullet_metal_impact_02_n,22052,0,|zm_mod|texturecombo
158,material,gfx_decal_bullet_metal_03|dup,704,0,|zm_mod|texturecombo
159,material,vd/gfx_decal_bullet_metal_03|dup,560,0,|zm_mod|texturecombo
160,material,vdd/gfx_decal_bullet_metal_03|dup,560,0,|zm_mod|texturecombo
161,image,i_t7_decal_bullet_metal_impact_03_c,5668,0,|zm_mod|texturecombo
162,image,i_t7_decal_bullet_metal_impact_03_n,22052,0,|zm_mod|texturecombo
163,material,ei/gfx_spark_grind_anim_em|dup,1160,0,|zm_mod|texturecombo
164,image,fxt_spark_grind_anim,1398293,0,|zm_mod|texturecombo
165,image,fxt_spark_grind_anim_mask,174946,0,|zm_mod|texturecombo
166,material,ei/gfx_spark_single_em|dup,1160,0,|zm_mod|texturecombo
167,image,fxt_spark_single,11049,0,|zm_mod|texturecombo
168,image,fxt_spark_single_mask,1454,0,|zm_mod|texturecombo
169,material,ei/gfx_gel_splat_full_lit|dup,1136,0,|zm_mod|texturecombo
170,image,fxt_gel_splat_full,1398299,0,|zm_mod|texturecombo
171,material,ei/gfx_gel_splat_lit|dup,1128,0,|zm_mod|texturecombo
172,image,fxt_gel_splat,1398286,0,|zm_mod|texturecombo
173,material,ei/gfx_water_drip_lit|dup,1136,0,|zm_mod|texturecombo
174,image,fxt_water_drip,87567,0,|zm_mod|texturecombo
175,material,gfx_decal_foam|dup,984,0,|zm_mod|texturecombo
176,material,vd/gfx_decal_foam|dup,512,0,|zm_mod|texturecombo
177,material,vdd/gfx_decal_foam|dup,512,0,|zm_mod|texturecombo
178,image,fxt_decal_foam,87503,0,|zm_mod|texturecombo
179,image,fxt_decal_foam_n,87569,0,|zm_mod|texturecombo
180,material,ei/gfx_gel_drops_spec|dup,2048,0,|zm_mod|texturecombo
181,material,ei/gfx_gel_drops_lit|dup,1136,0,|zm_mod|texturecombo
182,image,fxt_gel_drops,87454,0,|zm_mod|texturecombo
183,image,fxt_gel_drops_n,22032,0,|zm_mod|texturecombo
184,techset,ei/effect_lit_blend_nocull#2843f95a,267638,0,|ei/gfx_water_ripple_anim_lit_nocull|material|impacts/fx_bul_impact_water_lg|fx|surface_exit_bullet_small|surfacefxtable|bullet_small_exit|impactsfxtable|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
185,material,ei/gfx_water_ripple_anim_lit_nocull|dup,1146,0,|zm_mod|texturecombo
186,image,fxt_water_ripple_anim,1398294,0,|zm_mod|texturecombo
187,material,ei/gfx_water_splash_spread_anim_lit|dup,1144,0,|zm_mod|texturecombo
188,image,fxt_water_splash_spread_anim,1398301,0,|zm_mod|texturecombo
189,material,gfx_decal_bullet_thin_metal_01|dup,712,0,|zm_mod|texturecombo
190,material,vd/gfx_decal_bullet_thin_metal_01|dup,560,0,|zm_mod|texturecombo
191,material,vdd/gfx_decal_bullet_thin_metal_01|dup,560,0,|zm_mod|texturecombo
192,image,i_t7_decal_bullet_metalcar_impact01_c,5670,0,|zm_mod|texturecombo
193,image,i_t7_decal_bullet_metalcar_impact01_n,5670,0,|zm_mod|texturecombo
194,image,i_t7_decal_bullet_metalcar_impact01_g,2926,0,|zm_mod|texturecombo
195,image,i_t7_decal_bullet_metalcar_impact01_s,2854,0,|zm_mod|texturecombo
196,material,ei/gfx_gel_splat_string_spec|dup,1176,0,|zm_mod|texturecombo
197,material,ei/gfx_gel_splat_string_lit|dup,1136,0,|zm_mod|texturecombo
198,image,fxt_gel_splat_string,349645,0,|zm_mod|texturecombo
199,image,fxt_gel_splat_string_n,87575,0,|zm_mod|texturecombo
200,material,gfx_decal_blood_splatter_02|dup,1000,0,|zm_mod|texturecombo
201,material,vd/gfx_decal_blood_splatter_02|dup,528,0,|zm_mod|texturecombo
202,material,vdd/gfx_decal_blood_splatter_02|dup,528,0,|zm_mod|texturecombo
203,image,i_t7_decal_blood_splatter_02_c,87519,0,|zm_mod|texturecombo
204,image,i_t7_decal_blood_splatter_02_n,22047,0,|zm_mod|texturecombo
205,material,gfx_decal_blood_splatter_03|dup,672,0,|zm_mod|texturecombo
206,material,vd/gfx_decal_blood_splatter_03|dup,528,0,|zm_mod|texturecombo
207,material,vdd/gfx_decal_blood_splatter_03|dup,528,0,|zm_mod|texturecombo
208,image,i_t7_decal_blood_splatter_03_c,87583,0,|zm_mod|texturecombo
209,image,i_t7_decal_blood_splatter_03_n,22047,0,|zm_mod|texturecombo
210,material,ei/gfx_gel_splat_radial_lit|dup,1128,0,|zm_mod|texturecombo
211,image,fxt_gel_splat_radial,1398293,0,|zm_mod|texturecombo
212,material,ei/gfx_water_splash_side_bits|dup,1144,0,|zm_mod|texturecombo
213,image,fxt_water_splash_side_bits,349723,0,|zm_mod|texturecombo
214,material,ei/gfx_blood_impact_drops|dup,1136,0,|zm_mod|texturecombo
215,image,fxt_blood_impact_drops,22039,0,|zm_mod|texturecombo
216,material,ei/gfx_shockwave_anim_em|dup,1544,0,|zm_mod|texturecombo
217,image,fxt_shockwave_anim_1,5592469,0,|zm_mod|texturecombo
218,material,ei/gfx_shockwave_elec_anim_em_i2048|dup,1560,0,|zm_mod|texturecombo
219,image,fxt_shockwave_elec_anim,5592472,0,|zm_mod|texturecombo
220,image,fxt_shockwave_elec_anim_mask,699237,0,|zm_mod|texturecombo
221,material,ei/gfx_light_phosphorous_em|dup,1160,0,|zm_mod|texturecombo
222,image,fxt_light_phosphorous,87502,0,|zm_mod|texturecombo
223,image,fxt_light_phosphorous_mask,174947,0,|zm_mod|texturecombo
224,material,ei/gfx_water_splash_em|dup,1160,0,|zm_mod|texturecombo
225,image,fxt_water_splash,699177,0,|zm_mod|texturecombo
226,material,ei/gfx_fog_slow_md_anim_lit|dup,1128,0,|zm_mod|texturecombo
227,image,fxt_fog_slow_md_anim,5592501,0,|zm_mod|texturecombo
228,texturecombo,zm_mod,6932,0,||assetlist
229,rawfile,dummy.cfg,20,0,|zone_source/zm_mod.zone|csv
230,scriptparsetree,scripts/zm/_zm_ba_weapons.gsc,1346,0,|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
231,scriptparsetree,scripts/zm/_zm_ba_weapons.csc,574,0,|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
232,stringtable,gamedata/weapons/zm/zm_ba_weapons.csv,1073,0,|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
233,techset,mc/lit_weapon#e6142445,679749,0,|mc/mtl_wpn_t7_zmb_perk_bottle_metal_jugg|material|p7_zm_vending_jugg|xmodel|zone_source/zm_mod.zone|csv
234,image,i_wpn_t7_zmb_hd_mc96_body_o,116,759288,|mc/mtl_wpn_t7_zmb_hd_mc96_body|material|wpn_t7_zmb_hd_mc96_world|xmodel|t7_ba_pistol_mc96_zm|weapon|ba_weapons.zpkg|csv|zone_source/zm_mod.zone|csv
235,image,$gray_32_one_channel,354,0,|mc/mtl_t7_ba_perk_yuzu_halo|material|p7_zm_vending_jugg|xmodel|zone_source/zm_mod.zone|csv
