Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
vox_zmba_powerup_carpenter_0,,streamed,en\vox\scripted\zmc\arona_carpenter.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,95,95,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmba_powerup_death_machine_0,,streamed,en\vox\scripted\zmc\nonomi_ikimas.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,95,95,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmba_powerup_doublepoints_0,,streamed,en\vox\scripted\zmc\arona_dp.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,95,95,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmba_powerup_firesale_0,,streamed,en\vox\scripted\zmc\arona_firesale.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,95,95,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmba_powerup_instakill_0,,streamed,en\vox\scripted\zmc\arona_instakill.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,95,95,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmba_powerup_maxammo_0,,streamed,en\vox\scripted\zmc\arona_maxammo.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,95,95,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmba_powerup_nuke_0,,streamed,en\vox\scripted\zmc\arona_nuke.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,95,95,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#vox_zmba_powerup_mystery_0,,streamed,en\vox\scripted\zmb_tomb\vox_zmba_powerup_mystery_d_0.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# zmb_common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmb_zmba_event_dogstart_0,,streamed,en\vox\scripted\zmc\arona_dogs.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmb_zmba_event_magicbox_0,,streamed,en\vox\scripted\zmc\arona_magicbox.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmb_zmba_powerup_carpenter_0,,streamed,en\vox\scripted\zmc\arona_carpenter.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmb_zmba_powerup_death_machine_0,,streamed,en\vox\scripted\zmc\nonomi_ikimas.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmb_zmba_powerup_doublepoints_0,,streamed,en\vox\scripted\zmc\arona_dp.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmb_zmba_powerup_firesale_0,,streamed,en\vox\scripted\zmc\arona_firesale.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmb_zmba_powerup_instakill_0,,streamed,en\vox\scripted\zmc\arona_instakill.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmb_zmba_powerup_maxammo_0,,streamed,en\vox\scripted\zmc\arona_maxammo.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmb_zmba_powerup_nuke_0,,streamed,en\vox\scripted\zmc\arona_nuke.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmbar_event_dogstart_0,,streamed,en\vox\scripted\zmc\arona_dogs.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmbar_event_magicbox_0,,streamed,en\vox\scripted\zmc\arona_magicbox.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmbar_powerup_carpenter_0,,streamed,en\vox\scripted\zmc\arona_carpenter.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmbar_powerup_death_machine_0,,streamed,en\vox\scripted\zmc\nonomi_ikimas.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmbar_powerup_doublepoints_0,,streamed,en\vox\scripted\zmc\arona_dp.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmbar_powerup_firesale_0,,streamed,en\vox\scripted\zmc\arona_firesale.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmbar_powerup_instakill_0,,streamed,en\vox\scripted\zmc\arona_instakill.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmbar_powerup_maxammo_0,,streamed,en\vox\scripted\zmc\arona_maxammo.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_zmbar_powerup_nuke_0,,streamed,en\vox\scripted\zmc\arona_nuke.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#vox_zmbar_powerup_zombie_cash_0,,streamed,en\vox\scripted\zmb_tomb\vox_zmba_powerup_zombie_cash_d_0.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#vox_zmbar_powerup_blood_money_0,,streamed,en\vox\scripted\zmb_tomb\vox_zmba_powerup_blood_money_d_0.wav,,,UIN_MOD,,,,,BUS_VOICE,,,,0,0,90,90,0,1000,1250,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# misc sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#evt_belch,,streamed,gfl\null.wav,,,,,,,,BUS_FX,grp_hdrfx,snp_player_dead,,0,0,73,73,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,95,100,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,

